time,itr,avg,std,MSE,MAE
1548797647.492011,0,-0.5501582207902439,1.7555783088142982,23.693104863976508,1.4537680709290175
1548797649.052021,0,-0.5277158035251471,1.6628906116701123,21.305824089695545,1.3637951428491435
1548797696.929557,3,-0.4489918104217506,1.508562328238935,17.341477608052344,1.2141973865324478
1548797698.548859,3,-0.4673312930546575,1.467139454952113,16.59627702421725,1.1588897887387437
1548797748.552853,6,-0.4093954942521178,1.3342489023133044,13.634773628267356,1.015420946787816
1548797750.293802,6,-0.42811411931568866,1.2992816965660814,13.099902383323576,0.955429118883468
1548797801.47056,9,-0.3765389368705398,1.2065015057954327,11.1819921812637,0.887797044798839
1548797803.044858,9,-0.40090315162843826,1.1855876903428164,10.9643905593462,0.871646394152593
1548797855.531805,12,-0.37802624034048743,1.1514509950114011,10.281202626090964,0.8594320896944295
1548797857.196501,12,-0.40623597084178853,1.130205590835321,10.096746390928313,0.8354823982431212
1548797906.150225,15,-0.3681693223203587,1.1062202577521505,9.514903359913466,0.8149640830562926
1548797907.782285,15,-0.4080908426741666,1.1054105925499524,9.71929499797304,0.7972822856151807
1548797958.10605,18,-0.33256991757586263,1.0824372701399747,8.975912357051476,0.7716252204890548
1548797959.796652,18,-0.38575820218807355,1.0819169926614312,9.235476386954508,0.8044581135656635
1548798008.258061,21,-0.3255868909032923,1.0707345699331725,8.76735539944634,0.8289004071265585
1548798009.950957,21,-0.3648038682111598,1.063408247462767,8.847432741235611,0.8662947972337298
1548798061.074688,24,-0.302536422175477,1.0787210559451328,8.786171822974847,0.889933553905036
1548798062.641453,24,-0.34936108731317805,1.0795557497595143,9.01245650317231,0.9255229467782209
